time,sender_id,telephone_number_type,original_network_name,original_network_country,text,translation,language,url_shortener,named_entity,scam_type,lure_principles
23:32,phone number,MOBILE,O2,DEU,Hallo Mama mein Handy und die SIM-Karte sind kaputt. <NAMED_ENTITY>. Das ist meine neue Handynummer<PHONE_NUMBER>) die <NAMED_ENTITY>. <LOCATION> eine Nachricht per WhatsApp schicken?😊,"Hello mum, my phone and SIM card are broken. I am using my old phone now. This is my new phone number<PHONE_NUMBER>) the old one can be deleted. Can you send me a message via WhatsApp? 😊",German,,,hey mum/dad,kindness
,,,,,Dear Customer Your SBI Account will be Expire <DATE_TIME> Please update your PAN Card Number thank you click here <URL> TEXORS,,English,tinyurl.com,State Bank of India,banking,"authority,time/urgency"
15 February 15:56,phone number,MOBILE,BSNL MOBILE,IND,Dear user your SBI Netbanking A/C will be blocked <DATE_TIME>. Please update PAN CARD Immediately.,,English,rb.gy,State Bank of India,banking,"authority,time/urgency"
01:36,phone number,MOBILE,SFR,FRA,<NAMED_ENTITY> wartet auf den Versand. <NAMED_ENTITY> ein: <URL>,"Hello, your package is waiting to be shipped. Enter your details: <URL>",German,,,delivery,"authority,distraction,time/urgency"
11:27 am,,,,,Congratulations !You are eligible for IDFC Bank Credit Card LIFE TIME FREE with limit upto 5 Lakhs.T&C Applied. Apply Now <URL> <NAMED_ENTITY>,,English,,idfc bank,banking,"authority,need and greed,time/urgency"
Aujourd'hui 05:12,phone number,MOBILE,SFR,FRA,DERNIERE RELANCE AVANT POURSITE JUDICIAIRE : Vous restez redevable de la somme de 31.27€. Veuillez vous acquitter de votre impayé via notre plateforme de télé-paiement sous <DATE_TIME> avant transmission de votre dossier en injonction de paiement auprès de la Banque de France :,LAST REMINDER BEFORE JUDICIAL PROCEEDINGS: You remain liable for the amount of 31.27€. Please pay your outstanding amount via our telepayment platform within <DATE_TIME> before your file is submitted for a payment order with the Banque de France.,French,,banque de france,banking,"authority,time/urgency"
Today 14:28,phone number,BAD_FORMAT,,,Your parcel can not be delivered because the parcel address does not match the street details. Kindly update address: <URL>,,English,,,delivery,"distraction,time/urgency"
Sun 19 Feb at 10:18 AM,,,,,Hi cancellation for My SIM 1 has been successfully scheduled for end of this month and your final payment for this SIM will be processed on your selected date <DATE_TIME>. To retract cancellation sign into my-rain on your rain app or go to <URL>. Thanks rain.,,English,,rain,telecom,"authority,time/urgency"
Thursday 23 February 2023 14:03,phone number,MOBILE,BSNL MOBILE,IND,Dear Customer your SBI YONO A/C will be Block by <DATE_TIME> please update your PANCard just click on the link,,English,,State Bank of India,banking,"authority,time/urgency"
Giovedì 2 Febbraio 10:40,,,,,NEXI : ATTENZIONE rilevato un accesso <NAMED_ENTITY> mobile banking segua la procedura di verifica al seguente link,NEXI: ATTENTION detected an abnormal access to your mobile banking follow the verification procedure at the following link,Italian,is.gd,nexi,banking,"authority,time/urgency"
Today 2:04 pm,phone number,MOBILE_OR_LANDLINE,V!,IND,Dear User Your SBI YONO Account will be Closed <DATE_TIME> plz Update Your PAN Card in 10 mint immediately. Click in link <URL>,,English,,State Bank of India,banking,"authority,time/urgency"
Thursday December 1 7:58 AM,phone number,BAD_FORMAT,,,<NAMED_ENTITY> how much more time is needed for the construction of my house in <LOCATION>?,,English,,,wrong number,
15:06,,,,,Hi  ____ Transaction successfully done of Rs.96793 to your Rummy A/C. Click <URL>ine/1h1lhc! 94 to withdraw it Now. AD SPL,,English,,,spam,"need and greed,time/urgency"
Today 14.24,phone number,MOBILE,IM3,IDN,Cu'kUp ba'le5 Sm5 ini MAU BINTANG'8ET la'ng'sung ka'sih <US_DRIVER_LICENSE>'nu5 300% di aw'4! D'ep'0 50'rb Ki'ta ka'sih 200'rb lan'g'sung: <URL>,"Join this SMS if you want to WIN BIG immediately and get a 300% bonus in advance! Deposit 50k, we'll give 200k right away: <URL>",Indonesian,bit.ly,,spam,need and greed
5:18 pm,,,,,IndiGo: Hello Mr <NAMED_ENTITY> IndiGo PNR AT2VFA is cancelled. You may track your refund status here: <URL> IndiGo: Hello Mr <NAMED_ENTITY> IndiGo PNR AT2VFA is cancelled. You may track your refund status here: <URL> IndiGo: Hello Mr <NAMED_ENTITY> IndiGo PNR AT2VFA is cancelled. You may track your refund status here: <URL> IndiGo: Hello Mr <NAMED_ENTITY> IndiGo PNR AT2VFA is cancelled. You may track your refund status here: <URL> IndiGo: Hello Mr <NAMED_ENTITY> IndiGo PNR AT2VFA is cancelled. You may track your refund status here: <URL>,,English,,indigo,others,"authority,time/urgency"
12:06,phone number,MOBILE,Optus,AUS,Optus: We failed to take payment for your recent bill. Your Optus plan will be terminated if you do not update your details now via: <URL>,,English,,optus,telecom,"authority,time/urgency"
Today 2:10 PM,phone number,MOBILE,TATA DOCOMO,IND,Dear HDFC user your A/c will be closed <DATE_TIME>. Click on the link and update your KYC <URL>,,English,,HDFC Bank,banking,"authority,time/urgency"
Sunday 13:46,phone number,BAD_FORMAT,,,Post office- We regret to inform you that we are unable to deliver your package due to missing address. Details: <URL>,,English,,post office,delivery,"authority,distraction,time/urgency"
Thursday 25 May 19:53,phone number,MOBILE,AirTel,IND,Dear Customer your Saraswat bank account has been blocked <DATE_TIME> please update your pan card immediately click hare to link,,English,rebrand.ly,saraswat bank,banking,"authority,time/urgency"
Today 8:20 PM,phone number,MOBILE,BSNL MOBILE,IND,Dear SBI Customer Your SBI Y0N0 Account has been Suspended <DATE_TIME> please Update Your PAN Card number Click here link <URL> THANK YOU SBI,,English,,State Bank of India,banking,"authority,time/urgency"
Today 10:50,phone number,BAD_FORMAT,,,FNB:-) Your FNB Account is not updated in the server for FICAClick -><URL> & Update your Account to avoid Restricted accounts by 11:59,,English,,fnb,banking,"authority,time/urgency"
TODAY,,,,,DEAR USER Your SBI YONO A/C BLOCKED <DATE_TIME>. Please click on the link <URL> to update Pancard SBI BITCIN,,English,bit.do,State Bank of India,banking,"authority,time/urgency"
Today 4:13 PM,,,,,PayPal: _______ is your security code. Don't share your code.,,English,,PayPal,banking,authority
Today 8:03 PM,phone number,MOBILE,BSNL MOBILE,IND,Dear SBI Customer Your SBI YONO Account has been Suspended <DATE_TIME> please Update Your PAN Card number Click here link,,English,urlz.fr,State Bank of India,banking,"authority,time/urgency"
hoy 15:11,,,,,<NAMED_ENTITY> ha sido <NAMED_ENTITY> a que falta un numero de calle en el paquete. por favor actualice,The delivery of your package has been suspended because a street number is missing from the package. Please update,Spanish,,,delivery,time/urgency
17:13,,,,,Oproep Stichting Vluchteling: steun slachtoffers aardbeving in <LOCATION> via giro555! <URL> Geen sms ontvangen? SVAFMELDEN naar 3322,Call for Refugee Foundation: support earthquake victims in <LOCATION> and <LOCATION> via giro555! <URL> No SMS received? SVAFMELDEN to 3322,Dutch,bit.ly,stichting vluchteling,others,"authority,kindness,time/urgency"
11:27 a. m.,phone number,BAD_FORMAT,,,Bancolombia le informa el <DATE_TIME> se ha <NAMED_ENTITY>. <NAMED_ENTITY> <URL>,Bancolombia informs you on <DATE_TIME> your Dynamic Key has been preventively blocked. Validate your identity: <URL>,Spanish,vo.la,Bancolombia,banking,"authority,time/urgency"
15:34 Tuesday 14 March,phone number,BAD_FORMAT,,,Dear SBI YONO USER Your A/C will be blocked <DATE_TIME> Update PANCARD for KYC Verify login <NAMED_ENTITY> with.. <NAMED_ENTITY> <URL>,,English,,State Bank of India,banking,"authority,time/urgency"
3 min,,,,,M.e.g.a.?? TERBUKA!! 🎉 Semua Game2 TERBUKA untk ma1n! 🐵 LIIVE GAMEsS DENGAN 0RANG BENAR!,🐥 M.e.g.a. 8 OPEN!! 🎆 All games are open to play! 🤓 LIVE GAMES WITH REAL PEOPLE!,Indonesian,,,spam,need and greed
Mon 2:40 pm,phone number,MOBILE,BSNL MOBILE,IND,Dear Customer your SBI Netbanking Account will be Suspended by <DATE_TIME> please Update your PANCARD number Click the link,,English,,State Bank of India,banking,"authority,time/urgency"
Thu 10:45 pm,phone number,BAD_FORMAT,,,SBI Account Will Be Blocked <DATE_TIME> please update your PAN Card Number Thank You SBI Bank click here <URL>tp://<URL> SBI Team,,English,,State Bank of India,banking,"authority,time/urgency"
hoy 12:34,,,,,Un nuevo dispositivo se ha conectado a su cuenta de empresa desde la localidad de IBIZA <NRP> verifique: <URL>,"A new device has connected to your company account from the location of <LOCATION>. If you do not recognize, verify: <URL>",Spanish,,bankinter,banking,"authority,time/urgency"
07:23,,,,,Dear customer the number you forwarded to 333 has been blocked do not share any personal details with anyone Safaricom only calls through <PHONE_NUMBER>.,,English,,safaricom,telecom,"authority,time/urgency"
12:34 PM,,,,,High five NobuhleNombuso2! You've done all the 📩 Slam the Scam challenges. 🎉 Woohoo! 🎉 I've entered you into a daily draw to WIN data! ✋,,English,,,spam,need and greed
Yesterday 6:27 PM,phone number,MOBILE,BSNL MOBILE,IND,Dear Customer Your SBI Netbanking Account will be Suspended by <DATE_TIME>. please Update your PANCARD now,,English,t.ly,State Bank of India,banking,"authority,time/urgency"
Today 6:35 AM,phone number,MOBILE,VERIZON WIRELESS-FL ,USA,The shipment has been put on hold due to an incorrect zip code. Please fill in and resend as soon as possible:,,English,t.ly,,delivery,"distraction,time/urgency"
Today 2:12 PM,phone number,MOBILE,BSNL MOBILE,IND,Dear SBI USER A/C will be blocked <DATE_TIME> Update PANCARD for KYC Verify login <NAMED_ENTITY>. <URL><NAMED_ENTITY> Click,,English,,State Bank of India,banking,"authority,time/urgency"
16:18,,,,,Avvisola sua app BPER risulta associata ad un nuovo dispositivo da Tinara se non sei tu <NAMED_ENTITY> link:,Your BPER app appears to be associated with a new device from Tinara if it is not you block it at the link: <URL>,Italian,bit.do,bper,banking,"authority,time/urgency"
16:10,,,,,DPD:We are sorry your parcel cannot be delivered due to an unpaid shipping fee. Visit: <URL> to book a redelivery.,,English,,dpd,delivery,"authority,need and greed,time/urgency"
17:05 Lun 13 Feb,,,,,<NAMED_ENTITY> temporalmente por razones de seguridad. Para reactivarla actualice <NAMED_ENTITY>:,"Your account has been temporarily suspended for security reasons. To reactivate it, update your information from:",Spanish,,,banking,"authority,time/urgency"
Today 09:56,phone number,MOBILE,T-MOBILE USA INC.   ,USA,USPS-Your package is being returned to the sender your address could not be verified. <NAMED_ENTITY> update here: <URL>,,English,is.gd,USPS,delivery,"authority,time/urgency"
Today 2:11 PM,phone number,MOBILE,BSNL MOBILE,IND,Dear HDFC Customer your HDFC NET BANKING will be suspended <DATE_TIME> please update your PAN card now visit below the link <URL>,,English,tinyurl.com,HDFC Bank,banking,"authority,time/urgency"
4:58 am Friday 20 January,phone number,BAD_FORMAT,,,Linkt: Your E-tag payment on <DATE_TIME> was not charged. Check <URL>,,English,bit.ly,linkt,others,"authority,time/urgency"
11:57 am,phone number,MOBILE,AirTel,IND,Dear Canara bank customer your account has been blocked due to KYC update within <DATE_TIME> please contact customer care <PHONE_NUMBER> continue your service.,,English,,canara bank,banking,"authority,time/urgency"
06:22 PM,phone number,MOBILE,BSNL MOBILE,IND,Dear HDFC user Your HDFC Netbanking will be suspended <DATE_TIME>. Please click on the below link and update your PAN CARD details immediately,,English,short.gy,HDFC Bank,banking,"authority,time/urgency"
Today 13:10,,,,,Dear Customer Secure your account and link your card.  Thank you Card Center Bank of Maldives,,English,,bank of maldives,banking,"authority,time/urgency"
20:02,,,,,Congratulations <NAMED_ENTITY>. We appreciate your wonderful feedback. Whenever we claim that increment is guaranteed we mean it. There's no risk or loss in the services we offer. Get yours boosted <DATE_TIME>. Message admin using the link below.,,English,,,spam,"need and greed,time/urgency"
Mar 23 19:59,,,,,Update! Hello User your application is pending. Click now <URL> to complete & get Insta EMI Card. Bajaj Finance Ltd,,English,,bajaj finance ltd,banking,"authority,need and greed,time/urgency"
,,,,,Su nueva tarjeta sanitaria está disponible. Para seguir beneficiándose de sus derechos realice su solicitud a través de : <URL>,"Your new health card is available. To continue benefiting from your rights, make your request through:",Spanish,,,government,"authority,time/urgency"
17:49,phone number,MOBILE,BSNL MOBILE,IND,D'ear HDFC C'ustomer your HDFC NET BANKING will be suspended <DATE_TIME> please update your PAN card visit below the link,,English,,HDFC Bank,banking,"authority,time/urgency"
13:55,,,,,Hello everyone I'm the general manager of Lazada project! I have an easy job on the internet. Just use your phone for <DATE_TIME> a day to get work done. Daily salary: <US_DRIVER_LICENSE>-<US_DRIVER_LICENSE>. You must be over <DATE_TIME>. If you are interested please add WhatsApp: <PHONE_NUMBER>,,English,,lazada,spam,"authority,need and greed"
jueves 11 de mayo 4:13,phone number,MOBILE,Vodafone,ESP,Agencia Tributaria: Te calificado para un reembolso de impuestos de (461€). <NAMED_ENTITY> web: <URL>,Tax Agency: You have qualified for a tax refund of (461€). Find your refund form on the website: <URL>,Spanish,vo.la,Agencia Tributaria,government,"authority,need and greed"
Today 18:19,phone number,MOBILE,BSNL MOBILE,IND,Dear SBI USER A/C will be blocked  Update PANCARD for KYC Verification login with <NAMED_ENTITY> here <URL>,,English,,State Bank of India,banking,"authority,time/urgency"
12:53,,,,,Dear METRO Member <DATE_TIME>! GET 5KG SUGAR absolutely Free on minimum bill of 3000/- on card2300063806 till <DATE_TIME>. Show SMS @entry. Ignore if <URL>A,,English,,metro,spam,"need and greed,time/urgency"
Vandaag 14:18,,,,,Your signature has been requested. Your wallet has been linked to UniSwap <US_DRIVER_LICENSE>.  Our systems have detected an unusual signature request. Please take immediate action if this wasn't you because your assets may be at risk: <URL>,,English,,uniswap,others,"authority,need and greed,time/urgency"
Today 4:37 pm,,,,,CommBank: We noticed suspicious activities on your account and had to suspend it please verify your identity to restore your account: <URL>,,English,,commbank,banking,"authority,distraction,time/urgency"
Monday 30 January 2023 09:55,phone number,BAD_FORMAT,,,.Linkt-: Your payment has been overdue on <DATE_TIME> please avoid your fine charge please see,,English,,linkt,others,time/urgency
9:16 PM,phone number,MOBILE,TATA DOCOMO,IND,DEAR SBI USER Your A/C will be blocked today.update your PANCARD <URL>rify your account login NetBanking kyc upload Click here <URL>,,English,bitly.ws,State Bank of India,banking,"authority,time/urgency"
18:10,phone number,MOBILE,KPN Mobile The Netherlands B.V.,NLD,Uw openstaande schuld van EURO €37900 met kenmerk: <MEDICAL_LICENSE> is ondanks meerdere herinneringen <NAMED_ENTITY>. Op 13 juni 2023 <NAMED_ENTITY> conservatoir beslag. Betaal nu direct via iDeal.,"Your outstanding debt of EURO €37900 with reference: <MEDICAL_LICENSE> has not been paid despite several reminders. On <DATE_TIME>, <DATE_TIME>, the bailiff will proceed to impose a conservatory attachment. Pay now directly via iDeal.",Dutch,,,others,"authority,time/urgency"
Today 6:01 PM,phone number,MOBILE,TATA DOCOMO,IND,Dear customer your electricity will be dis-conected <DATE_TIME> 10:30pm <DATE_TIME> bill not update please call electricity customer care <PHONE_NUMBER> Thank you,,English,,,others,"authority,time/urgency"
Today 6:11 am,,,,,TRANSPORT-GOV: Our system record shows that you have one trip failed to tap-off. Please pay this outstanding invoice immediately. More info: <URL>,,English,,transgov,government,"authority,time/urgency"
10:02,phone number,MOBILE,Orange,FRA,NETFLIX: Su suscripcion ha <NAMED_ENTITY> inicie sesion para actualizar su informacion a traves de: <URL>,"NETFLIX: Your subscription has been suspended, log in to update your information through: <URL>",Spanish,,Netflix,others,authority
18:12,phone number,MOBILE,MTN,NGA,By the way <LOCATION> to meet you I am a recruiter from Bartleby Technologies Private Limited. Okay sir The job is simple We'll send you YOUTUBE link. All you need to do is LIKE SUBSCRIBE the YOUTUBE and take a screenshot of that you watch and send it to me as a prove. After you become a regular employee you can earn at least 2000 to 30000 Rupees a day using mobile devices in your free time. You can test this part-time job to see if it is suitable for you. As long as you complete 3 tasks you will get 150 rupees at once. Would you like to try now?,,English,,bartleby technologies private limited,spam,"need and greed,time/urgency"
Tuesday 14 March,phone number,MOBILE,BSNL MOBILE,IND,Dear SBI user your A/c will be blocked <DATE_TIME> update your PAN card login <NAMED_ENTITY> click link,,English,,State Bank of India,banking,"authority,time/urgency"
10:58,phone number,BAD_FORMAT,,,Dear SBI user Your YONO ACCOUNT will be Blocked <DATE_TIME> please update your PAN Card number click here link.,,English,,State Bank of India,banking,"authority,time/urgency"
06:31 PM,phone number,MOBILE_OR_LANDLINE,BSNL MOBILE,IND,Dear Customer Your SBI Account is disabled. Please click the link to update your PAN Number <URL>,,English,goolnk.com,State Bank of India,banking,"authority,time/urgency"
12:30 PM,phone number,MOBILE,BSNL MOBILE,IND,Dear SBI account holder your account will be Blocked please update your PANCARD click here Link,,English,bitly.ws,State Bank of India,banking,"authority,time/urgency"
Wednesday 26 April 2023 14:23,,,,,Pago procesado de 705.95 EUR. Si no ha sido usted siga los pasos en este enlace para cancelarlo: <URL>,"Payment processed of 705.95 EUR. If it was not you, follow the steps at this link to cancel it: <URL>",Spanish,,openbank,banking,"authority,time/urgency"
Today 5:12 PM,,,,,Dear Customer Secure your account and link your card.  <URL>  Thank you Card Center Bank of Maldives,,English,,bank of maldives,banking,"authority,time/urgency"
miércoles 24 may. 9:39 a. m.,,,,,Bancolombia le informa por seguridad hemos inhabilitado sus productos. Si desconoce toca para activar:,"Bancolombia informs you for security we have disabled your products. If you are unaware, tap to activate:",Spanish,,Bancolombia,banking,"authority,time/urgency"
Thursday 12 January,phone number,MOBILE,BSNL MOBILE,IND,Dear SBI Customer Your SBI YONO Account has been Suspended <DATE_TIME> please Update Your PAN Card number Click here link,,English,rb.gy,State Bank of India,banking,"authority,time/urgency"
Montag 5. Dezember 2022,phone number,MOBILE,O2,DEU,<NAMED_ENTITY> ist kaputt. <PHONE_NUMBER> ist <NRP> neue <NAMED_ENTITY> du kannst diese Nummer einspeichern. <LOCATION> eine Nachricht auf WhatsApp.,Hello mom/dad my old phone is broken. <PHONE_NUMBER> is my new mobile number you can save this number. Can you please send me a message on WhatsApp.,German,,,hey mum/dad,kindness
,,,,,<NAMED_ENTITY>. Inicie sesion en el sitio web oficial dentro de las 24 horas para la verificacion.,Telegram users your account is at risk. Log in to the official website within <DATE_TIME> for verification.,Spanish,,telegram,others,"authority,time/urgency"
Tuesday 21 February 2023,phone number,MOBILE,BSNL MOBILE,IND,Dear  SBI Yono Users Your A/C will be Suspended Please Click on The link to Update Your Pan card,,English,shrtco.de,State Bank of India,banking,"authority,time/urgency"
10:26 AM,phone number,MOBILE,BSNL MOBILE,IND,DEAR SBI USER Your A/C will be blocked <DATE_TIME>. update your PAN CARD for KYC. verify your account login NetBanking KYC upload Click here Link. <URL> Thank you SBI TEAM,,English,,State Bank of India,banking,"authority,time/urgency"
Monday 16 January 14:04,phone number,MOBILE,BSNL MOBILE,IND,Dear user your SBI Netbanking A/C will be blocked <DATE_TIME>. Please update PAN CARD Immediately.,,English,,State Bank of India,banking,"authority,time/urgency"
Today 09:54,,,,,You have a new pay message in your my_GOV_inbox at <URL>,,English,,gov,government,"authority,need and greed,time/urgency"
ahir 18:02,,,,,Operacion bloqueada hemos limitado su cuenta por razones de seguridad. <NAMED_ENTITY> <URL>,Operation blocked we have limited your account for security reasons. Verify here <NAMED_ENTITY>,Spanish,is.gd,CaixaBank,banking,"authority,time/urgency"
martes 17 de enero de 2023 16:31,,,,,Se ha realizado un cargo de 10500 EUR en su cuenta. Si no reconoce esta actividad verifique inmediatamente: <URL>,A charge of 10500 EUR has been made to your account. If you do not recognize this activity verify immediately: <URL>,Spanish,,abanca,banking,"authority,time/urgency"
hoy 14:00 p. m.,,,,,Ha sido seleccionado para la oferta de trabajo Trabajo desde casa. <NAMED_ENTITY> 50000 pesos .Mi,You have been selected for the work from home job offer. receive your salary of 50000 pesos. My,Spanish,,,spam,need and greed
30 January 09:47,phone number,MOBILE,SFR,FRA,Nos agents ont constaté que votre véhicule n'était pas muni de la vignette réglementaire Crit'Air 2023. Veuillez la récupérer sous peine de contravention dans les prochaines <DATE_TIME>. Sur le <NAMED_ENTITY>-joint :,Our agents have noted that your vehicle is not equipped with the regulatory Crit'Air 2023 sticker. Please retrieve it under penalty of a fine within <DATE_TIME>. On the attached link:,French,,,government,"authority,time/urgency"
Today 04:43,,,,,UPS: Pakki pinn #<US_DRIVER_LICENSE> er <NAMED_ENTITY> vinsamlegast farið á <URL> <NAMED_ENTITY> fá pakkann pinn,"UPS: Your parcel #<US_DRIVER_LICENSE> is subject to customs duties, please go to <URL> to pay the fees and receive your parcel",Icelandic,,UPS,delivery,"authority,time/urgency"
Today 4:37 PM,,,,,Trezor Suite has recently endured a security breach assume all your assets are vulnerable. Please follow the security procedure to secure your assets: http://,,English,,trezor,banking,"authority,time/urgency"
Thursday 12:11 PM,,,,,Dear Customer SBI Account is Blocked. Please click the link to update your PAN <URL> number. RADHT,,English,shrtco.de,State Bank of India,banking,"authority,time/urgency"
Today 14:04,phone number,MOBILE,Telstra,AUS,{myGov}: Due to Suspicious Activities - Your <NAMED_ENTITY> has been Suspended. Kindly reconnect via: <URL>,,English,,mygov,government,"authority,time/urgency"
02:44 PM,phone number,MOBILE,BSNL MOBILE,IND,Dear Customer Your SBI Netbanking Account will be Suspended by <DATE_TIME>. please Update your PANCARD now,,English,t.ly,State Bank of India,banking,"authority,time/urgency"
Today 17:41,,,,,Dear customer your SBI A/c Close <DATE_TIME> please update your account is not settled PAN <URL> Thanks <NAMED_ENTITY>,,English,,State Bank of India,banking,"authority,time/urgency"
,,,,,<IP_ADDRESS>OFFICIAL REQUEST SARS has Issued demand which requires your intimidate attention. Click <URL> To Review your TAX REFUNDS,,English,,sars,government,"authority,need and greed,time/urgency"
Friday 17 March 9:18 am,phone number,BAD_FORMAT,,,Dear Customer your SBI Netbanking Account will be blocked by <DATE_TIME> please update your PAN Card now visit the link <URL>,,English,rebrand.ly,State Bank of India,banking,"authority,time/urgency"
Today 1:05 pm,,,,,PAYPAL; Transaction Alert! You are logged-In with unknown device from <LOCATION> U.A.E AUD 1550.00 Processed If Not You? Dial now <PHONE_NUMBER> to stop payment;,,English,,PayPal,banking,"authority,time/urgency"
Hier 18:47,phone number,MOBILE,SFR,FRA,CRIT'AIR : <NRP> agents ont constaté que vous n'étiez pas munis de la vignette réglementaire veuillez la récupérer via :,CRIT'AIR: Our agents have noticed that you do not have the regulatory sticker please retrieve it via:,French,,critair,government,"authority,time/urgency"
14:25,,,,,[Matemask]古いバージョンのウォレットは明日出金機能を停止します。すぐにニーモニックを更新してください。,[MetaMask] The wallet of an old version will stop the withdrawal function <DATE_TIME>. Please update to a new version immediately.,Japanese,,metamask,others,"authority,time/urgency"
Hier 04:20,,,,,Nos agents ont constaté que votre véhicule n'était pas muni de la vignette règlementaire Crit'Air 2023. Veuillez la récupérer sous peine de contravention dans les prochaines <DATE_TIME>. Sur le <NAMED_ENTITY>-joint :,Our agents have noted that your vehicle is not equipped with the mandatory Crit'Air 2023 sticker. Please obtain it to avoid a fine within <DATE_TIME>. On the attached link:,French,,critair,government,"authority,time/urgency"
Yesterday 9:28 PM,phone number,MOBILE,BSNL MOBILE,IND,Dear SBI Customer Your SBI YONO Account has been Suspended by <DATE_TIME> please <NAMED_ENTITY> number Click the link <URL>,,English,tinyurl.com,State Bank of India,banking,"authority,distraction,time/urgency"
10:14 am,phone number,MOBILE,Telstra,AUS,Hi <NAMED_ENTITY> do you realise your most recent bill for [CENSORED] is now overdue? To avoid service restrictions visit <URL> to pay now or Reply '1' if you need <DATE_TIME> to pay,,English,,telstra,telecom,"authority,time/urgency"
Today 10:07 AM,,,,,Dear User Your SBI Account disabled. Please click the link to update your PAN Card Click here <URL> SRI INDIA,,English,,State Bank of India,banking,"authority,time/urgency"
Saturday 20 May,,,,,Hello there get your 100 AUD Free Chip @Sector777 Slots Gaming. Create an account now & use code 100STARTER in the cashier >> <URL> Good luck for Big Wins!,,English,bit.ly,sector777 slots gaming,spam,"herd,need and greed"
,,,,,CDSL-Click on link <URL> to verify Margin Pledge/Funding Txns setup from Demat A/C * and generate OTP,,English,,cdsl,banking,"authority,time/urgency"
2:32,phone number,MOBILE,Telstra,AUS,SERVICIO CORREOS : Su paquete esta listo para la entrega confirme el pago de aduanas de 1.99€ en el siguiente enlace:<URL> servicio,"MAIL SERVICE: Your package is ready for delivery, confirm customs payment of 1.99€ at the following link: <URL> servicio",Spanish,,Correos,delivery,"authority,time/urgency"
11:36 AM,,,,,Dear Customer Drop the traffic fine. Your Two Wheeler Policy is due for renewal on <DATE_TIME> Renew at <URL> or call us <US_DRIVER_LICENSE> T&C UIN8101 Kindly ignore if already renewed - ICICI LOMBARD,,English,,ICICI Bank,others,"authority,time/urgency"
Today 10:53,phone number,MOBILE,BSNL MOBILE,IND,Dear. Customer Your Electricity Power will disconnect at 9:30pm as your <DATE_TIME> bill was not updated Call us <DATE_TIME> immediately Thank you.,,English,,,others,"authority,time/urgency"
2023-02-22T18:08:00Z,,,,,Dear Customer Your Request No. <PHONE_NUMBER> for Update SMS Alerts has been initiated. If not done by you please contact your Branch immediately. SBI  Dear customer your Request No. <PHONE_NUMBER> for SMS Alerts update has been processed successfully. If you have not done it kindly report to SBI YONO customer Care.,,English,,State Bank of India,banking,"authority,time/urgency"
Aujourd'hui 18:10,phone number,MOBILE,Bouygues,FRA,Netflix : votre compte sera suspendu d'ici 24H veuillez confirmer vos informations afin de profiter de nos services :,Netflix: your account will be suspended within <DATE_TIME> please confirm your information in order to enjoy our services:,French,,Netflix,others,"authority,time/urgency"
Today 11:15 AM,,,,,Hello <NAMED_ENTITY> Are you willing to hear a proposal amount for your house which is located at 7307 W Balmoral Ave? <NAMED_ENTITY> here.,,English,,,others,
Today 14:44,phone number,MOBILE,BSNL MOBILE,IND,DEAR SBI User your A/c will be blocked <DATE_TIME> Update Your PANcard login yono Click here link.,,English,,State Bank of India,banking,"authority,time/urgency"
19:54,phone number,MOBILE_OR_LANDLINE,Vodafone India,IND,Dear Customer Your Jio SIM Document Verifications is Pending  Please Call Our Customer No <PHONE_NUMBER> Your Service Wlll Be Blocked Within24 HrsCall immediately,,English,,Jio,telecom,"authority,time/urgency"
1:04,,,,,🚚📦 Emirates Post: Your parcel has been stopped from delivery please update the address as soon as possible to pay for shipping reply 1 to get the link : <URL> Excuse me,,English,,emirates post,delivery,"authority,time/urgency"
19:19,phone number,MOBILE,AirTel,IND,Dear Consumer This is inform That Your Electricity Power Will Be (Disconnected) <DATE_TIME> At <DATE_TIME> From Electricity Office Because Your <DATE_TIME> Bill Was Not Updated Please immediately Contact With Our Electricity Officer Or Send WhatsApp payment screenshot <PHONE_NUMBER> Thank You..,,English,,electricity office,others,"authority,time/urgency"
Today 3:19 pm,phone number,MOBILE,Optus,AUS,Hi mum I've just damaged my phone and can't use it anymore could you please message my new number on Whats-App it's urgent <DATE_TIME>,,English,,,hey mum/dad,"kindness,time/urgency"
,,,,,Notificación de Carrefour a partir de ahora  No se puede utilizar su Tarjeta Pass. Necesita activar el nuevo sistema de seguridad web. [URL maliciosa] PassCarrefour Después de ultima compra no podra utilizar su tarjetaPassactiva el sistema de seguridad 2022 inmediatamente [URL maliciosa] CARREFOUR HA INTRODUCIDO SUS IDENTIFICADORES NO VALIDOS GARCÍAS POR INTENTAR DE NUEVO PARA BLOQUEAR SU TARJETA PASS [URL maliciosa],"Carrefour notification from now on you cannot use your Pass Card. You need to activate the new web security system. [malicious URL] PassCarrefour After the last purchase, you will not be able to use your Pass card activate the security system <DATE_TIME> immediately [malicious URL] CARREFOUR HAS ENTERED YOUR INVALID IDENTIFIERS THANK YOU FOR TRYING AGAIN TO BLOCK YOUR PASS CARD [malicious URL]",Spanish,,carrefour,banking,"authority,time/urgency"
,,,,,RM0 <NAMED_ENTITY>: Ban-tuan <NAMED_ENTITY> COVID19 telah kredit ke TNG eWallet anda. <NAMED_ENTITY>,RM0 <NAMED_ENTITY>: COVID19 Special Financial Assistance has been credited to your TNG eWallet. Please check your balance and claims at <URL>,Malay,,mysejahtera,others,"authority,need and greed,time/urgency"
